ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
220985_s_at	0.308	0.09242989	1.739597	-4.3815	0.2886524	RNF170	ring finger protein 170
201910_at	0.308	0.09244024	-1.739539	-4.3815	-0.1299019	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
220007_at	0.308	0.09252501	1.739064	-4.3822	0.3384825	METTL8	methyltransferase like 8
217032_at	0.308	0.09252689	-1.739053	-4.3822	-0.2114539	FOXD4L1///FOXD4	forkhead box D4-like 1///forkhead box D4
221498_at	0.308	0.09259262	1.738686	-4.3828	0.2321753	SNX27	sorting nexin family member 27
204175_at	0.308	0.09259848	-1.738653	-4.3828	-0.3009686	ZNF593	zinc finger protein 593
204553_x_at	0.308	0.09260903	1.738594	-4.3829	0.175381	INPP4A	inositol polyphosphate-4-phosphatase type I A
213608_s_at	0.308	0.09263636	-1.738441	-4.3831	-0.3388725	SRRD	SRR1 domain containing
221359_at	0.308	0.09263962	-1.738423	-4.3831	-0.112833	GDNF	glial cell derived neurotrophic factor
214315_x_at	0.308	0.0926509	-1.73836	-4.3832	-0.2161224	CALR	calreticulin
205930_at	0.309	0.09272523	1.737944	-4.3838	0.3627266	GTF2E1	general transcription factor IIE subunit 1
204545_at	0.309	0.09274565	-1.73783	-4.384	-0.5603479	PEX6	peroxisomal biogenesis factor 6
201179_s_at	0.309	0.09276491	1.737722	-4.3841	0.2369124	GNAI3	G protein subunit alpha i3
213928_s_at	0.309	0.09278292	-1.737622	-4.3843	-0.2380245	AGFG1	ArfGAP with FG repeats 1
213728_at	0.309	0.09281096	-1.737465	-4.3845	-0.1337849	LAMP1	lysosomal associated membrane protein 1
221194_s_at	0.309	0.09286946	1.737138	-4.385	0.2842337	TBC1D3P1-DHX40P1///RNFT1	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///ring finger protein, transmembrane 1
222005_s_at	0.309	0.0929086	-1.73692	-4.3853	-0.1860512	GNG3	G protein subunit gamma 3
220543_at	0.309	0.09292039	-1.736854	-4.3854	-0.1423971	C21orf62	chromosome 21 open reading frame 62
219862_s_at	0.309	0.09295782	-1.736646	-4.3857	-0.171129	NARF	nuclear prelamin A recognition factor
204096_s_at	0.309	0.09296326	-1.736615	-4.3857	-0.1854942	ELL	elongation factor for RNA polymerase II
222239_s_at	0.309	0.09300532	1.736381	-4.3861	0.4439126	INTS6	integrator complex subunit 6
209415_at	0.309	0.09302129	-1.736292	-4.3862	-0.163613	FZR1	fizzy/cell division cycle 20 related 1
215494_at	0.309	0.0931071	-1.735814	-4.3869	-0.1210457		
200623_s_at	0.309	0.09311193	-1.735787	-4.3869	-0.3383648	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
208154_at	0.309	0.09311636	1.735762	-4.387	0.2030943		
212725_s_at	0.309	0.0931687	1.735471	-4.3874	0.1786834	TUG1	taurine up-regulated 1 (non-protein coding)
201982_s_at	0.309	0.09318644	-1.735372	-4.3875	-0.1617485	PAPPA	pappalysin 1
203693_s_at	0.309	0.09319443	1.735327	-4.3876	0.2052496	E2F3	E2F transcription factor 3
203877_at	0.309	0.09320035	-1.735294	-4.3876	-0.1382876	MMP11	matrix metallopeptidase 11
205874_at	0.309	0.09320813	-1.735251	-4.3877	-0.1845188	ITPKA	inositol-trisphosphate 3-kinase A
212177_at	0.309	0.09321293	1.735224	-4.3877	0.4418869	PNISR	PNN interacting serine and arginine rich protein
AFFX-HUMGAPDH/M33197_M_at	0.309	0.09323861	-1.735082	-4.3879	-0.2159978	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
219172_at	0.31	0.09328951	-1.734799	-4.3883	-0.2263215	UBTD1	ubiquitin domain containing 1
202946_s_at	0.31	0.09332944	1.734577	-4.3887	0.2525773	BTBD3	BTB domain containing 3
203256_at	0.31	0.09333715	-1.734534	-4.3887	-0.1390624	CDH3	cadherin 3
220592_at	0.31	0.09335023	-1.734461	-4.3888	-0.1849267	CCDC40	coiled-coil domain containing 40
205342_s_at	0.31	0.09335318	-1.734445	-4.3888	-0.1084333	SULT1C2	sulfotransferase family 1C member 2
203691_at	0.31	0.09340334	-1.734166	-4.3892	-0.2964824	PI3	peptidase inhibitor 3
217952_x_at	0.31	0.09341388	1.734107	-4.3893	0.3923105	PHF3	PHD finger protein 3
218529_at	0.31	0.09341586	-1.734096	-4.3893	-0.231648	CD320	CD320 molecule
219693_at	0.31	0.09346009	1.733851	-4.3897	0.2266654	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
202744_at	0.31	0.09346772	1.733809	-4.3897	0.1533665	SLC20A2	solute carrier family 20 member 2
202718_at	0.31	0.09350783	1.733586	-4.3901	0.4709502	IGFBP2	insulin like growth factor binding protein 2
41469_at	0.31	0.09353032	-1.733461	-4.3902	-0.2030411	PI3	peptidase inhibitor 3
215307_at	0.31	0.09354724	1.733367	-4.3904	0.3211946	ZNF529	zinc finger protein 529
209195_s_at	0.31	0.09357311	-1.733224	-4.3906	-0.1549929	ADCY6	adenylate cyclase 6
217318_x_at	0.31	0.093595	-1.733102	-4.3908	-0.2163362	KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
210290_at	0.31	0.09361063	-1.733016	-4.3909	-0.1486018	ZNF174	zinc finger protein 174
208450_at	0.31	0.09361829	-1.732973	-4.3909	-0.6654952	LGALS2	galectin 2
214912_at	0.31	0.0936541	-1.732775	-4.3912	-0.1218477		
217905_at	0.31	0.09369081	1.732571	-4.3915	0.2366569	MCMBP	minichromosome maintenance complex binding protein
218606_at	0.31	0.09373752	-1.732313	-4.3919	-0.1607169	ZDHHC7	zinc finger DHHC-type containing 7
221885_at	0.31	0.0937414	-1.732291	-4.3919	-0.1845769	DENND2A	DENN domain containing 2A
212233_at	0.31	0.09383671	-1.731764	-4.3927	-0.2651961	MAP1B	microtubule associated protein 1B
216923_at	0.31	0.09386903	-1.731585	-4.3929	-0.138314	CDKL5	cyclin dependent kinase like 5
220596_at	0.31	0.09388017	-1.731523	-4.393	-0.1365034	GPATCH4	G-patch domain containing 4
216662_at	0.31	0.09388226	-1.731512	-4.393	-0.1512798	MYO7B	myosin VIIB
218135_at	0.31	0.09391836	1.731312	-4.3933	0.3135649	ERGIC2	ERGIC and golgi 2
215942_s_at	0.311	0.09399404	-1.730894	-4.3939	-0.1563376	GTSE1	G2 and S-phase expressed 1
203070_at	0.311	0.09399837	-1.73087	-4.394	-0.1388242	SEMA3B	semaphorin 3B
215957_at	0.311	0.09402031	-1.730749	-4.3941	-0.0851413	UBE2D1	ubiquitin conjugating enzyme E2 D1
208058_s_at	0.311	0.09404046	-1.730637	-4.3943	-0.1972024	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
209549_s_at	0.311	0.09405119	-1.730578	-4.3944	-0.1980216	DGUOK	deoxyguanosine kinase
208103_s_at	0.311	0.09405372	1.730564	-4.3944	0.2997559	ANP32E	acidic nuclear phosphoprotein 32 family member E
213628_at	0.311	0.09405804	1.73054	-4.3944	0.2028308	CLCC1	chloride channel CLIC like 1
210017_at	0.311	0.09411054	1.73025	-4.3948	0.2947153	MALT1	MALT1 paracaspase
220193_at	0.311	0.09411877	-1.730205	-4.3949	-0.2019511	SH3D21	SH3 domain containing 21
215464_s_at	0.311	0.09412693	-1.73016	-4.395	-0.4006702	P2RX5-TAX1BP3///TAX1BP3///P2RX5	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3///purinergic receptor P2X 5
207251_at	0.311	0.09416326	-1.72996	-4.3953	-0.1087012	MEP1B	meprin A subunit beta
208182_x_at	0.311	0.09418331	-1.729849	-4.3954	-0.1321966	IFNA14	interferon alpha 14
213635_s_at	0.311	0.09420239	1.729744	-4.3956	0.1616714	SAFB	scaffold attachment factor B
212068_s_at	0.311	0.09426325	1.729408	-4.396	0.2103598	PRRC2B	proline rich coiled-coil 2B
215703_at	0.311	0.09434405	1.728963	-4.3967	0.1114282	CFTR	cystic fibrosis transmembrane conductance regulator
202984_s_at	0.311	0.09436007	1.728875	-4.3968	0.3702794	BAG5	BCL2 associated athanogene 5
215072_x_at	0.311	0.09436764	1.728833	-4.3969	0.236947	EDRF1	erythroid differentiation regulatory factor 1
217416_x_at	0.311	0.09441603	1.728567	-4.3972	0.158858		
200755_s_at	0.311	0.09443313	1.728473	-4.3974	0.1399105	CALU	calumenin
208043_at	0.311	0.09445529	-1.728351	-4.3976	-0.1675709		
205037_at	0.311	0.09448979	-1.728161	-4.3978	-0.2553768	IFT27	intraflagellar transport 27
212599_at	0.311	0.09449187	1.728149	-4.3978	0.3686529	AUTS2	autism susceptibility candidate 2
213252_at	0.311	0.09449403	-1.728138	-4.3979	-0.1699558	SH3PXD2A	SH3 and PX domains 2A
219355_at	0.311	0.09449625	1.728125	-4.3979	0.3443005	CXorf57	chromosome X open reading frame 57
220723_s_at	0.311	0.09451519	-1.728021	-4.398	-0.1267003	CWH43	cell wall biogenesis 43 C-terminal homolog
213878_at	0.311	0.09453192	1.727929	-4.3982	0.4401441	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
220396_at	0.311	0.09454045	-1.727882	-4.3982	-0.1836797	SLC35E3	solute carrier family 35 member E3
206403_at	0.311	0.09455019	-1.727829	-4.3983	-0.1284783	ZNF536	zinc finger protein 536
213014_at	0.311	0.09455222	-1.727818	-4.3983	-0.1449336	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1
212920_at	0.311	0.09455733	1.72779	-4.3984	0.4054982	REST	RE1 silencing transcription factor
221443_x_at	0.311	0.09456014	-1.727774	-4.3984	-0.2605551	PRLH	prolactin releasing hormone
201353_s_at	0.311	0.09456143	-1.727767	-4.3984	-0.2401438	BAZ2A	bromodomain adjacent to zinc finger domain 2A
205315_s_at	0.311	0.0945699	1.72772	-4.3985	0.1607466	SNTB2	syntrophin beta 2
203264_s_at	0.311	0.09461859	1.727453	-4.3988	0.2368739	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
216241_s_at	0.311	0.09464621	1.727301	-4.3991	0.216	TCEA1	transcription elongation factor A1
220822_at	0.311	0.09465306	-1.727263	-4.3991	-0.1289941		
220779_at	0.311	0.09472125	-1.726889	-4.3996	-0.1901252	PADI3	peptidyl arginine deiminase 3
222035_s_at	0.311	0.09472433	1.726872	-4.3997	0.2384295	PAPOLA	poly(A) polymerase alpha
221899_at	0.311	0.09476654	1.726641	-4.4	0.3707873	N4BP2L2	NEDD4 binding protein 2 like 2
220438_at	0.312	0.09480658	-1.726421	-4.4003	-0.1476035	QPCTL	glutaminyl-peptide cyclotransferase like
209771_x_at	0.312	0.09481987	1.726348	-4.4004	0.7684503	CD24	CD24 molecule
221179_at	0.312	0.09483784	-1.726249	-4.4006	-0.2473037	PRORY	proline rich, Y-linked
201577_at	0.312	0.09484884	-1.726189	-4.4006	-0.2814766	NME1	NME/NM23 nucleoside diphosphate kinase 1
206242_at	0.312	0.0948732	-1.726056	-4.4008	-0.1550062	TM4SF5	transmembrane 4 L six family member 5
212613_at	0.312	0.09487416	1.72605	-4.4008	0.271962	BTN3A2	butyrophilin subfamily 3 member A2
204524_at	0.312	0.09487775	-1.726031	-4.4009	-0.3123617	LOC101060747///PDPK1	3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1
219674_s_at	0.312	0.09494344	-1.725671	-4.4014	-0.170807	HDLBP	high density lipoprotein binding protein
216379_x_at	0.312	0.09498821	1.725425	-4.4017	0.792624	CD24	CD24 molecule
209504_s_at	0.312	0.09500397	-1.725339	-4.4018	-0.2846419	PLEKHB1	pleckstrin homology domain containing B1
219440_at	0.312	0.09507877	-1.72493	-4.4024	-0.1356584	RAI2	retinoic acid induced 2
213840_s_at	0.312	0.09509249	-1.724855	-4.4025	-0.1431536	MRPS12	mitochondrial ribosomal protein S12
211931_s_at	0.312	0.09512836	1.724658	-4.4028	0.2338374	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
210317_s_at	0.312	0.09514993	1.724541	-4.403	0.428083	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
216601_at	0.312	0.09515624	-1.724506	-4.403	-0.1563703	AOC4P	amine oxidase, copper containing 4, pseudogene
209194_at	0.312	0.09516045	1.724483	-4.4031	0.211793	CETN2	centrin 2
202229_s_at	0.312	0.0951674	-1.724445	-4.4031	-0.146135	CHERP	calcium homeostasis endoplasmic reticulum protein
208818_s_at	0.312	0.09518789	-1.724333	-4.4033	-0.3731538	COMT	catechol-O-methyltransferase
209683_at	0.312	0.0952042	1.724244	-4.4034	0.2578645	FAM49A	family with sequence similarity 49 member A
213191_at	0.312	0.09522353	-1.724138	-4.4036	-0.246235	TICAM1	toll like receptor adaptor molecule 1
204183_s_at	0.312	0.09530644	-1.723685	-4.4042	-0.1752532	GRK3	G protein-coupled receptor kinase 3
212587_s_at	0.312	0.09530697	1.723682	-4.4042	0.2841122	PTPRC	protein tyrosine phosphatase, receptor type C
211855_s_at	0.312	0.09531591	1.723634	-4.4043	0.1246156	SLC25A14	solute carrier family 25 member 14
203620_s_at	0.312	0.09533093	1.723552	-4.4044	0.2554058	FCHSD2	FCH and double SH3 domains 2
201951_at	0.312	0.09533913	1.723507	-4.4045	0.2604302	ALCAM	activated leukocyte cell adhesion molecule
206231_at	0.312	0.09536304	-1.723376	-4.4046	-0.2220208	KCNN1	potassium calcium-activated channel subfamily N member 1
203715_at	0.312	0.09537668	1.723302	-4.4048	0.2372653	TBCE	tubulin folding cofactor E
40850_at	0.312	0.09539074	-1.723225	-4.4049	-0.3762402	FKBP8	FK506 binding protein 8
220553_s_at	0.312	0.09539578	1.723198	-4.4049	0.5837687	PRPF39	pre-mRNA processing factor 39
217154_s_at	0.312	0.0954185	-1.723074	-4.4051	-0.1593242	EDN3	endothelin 3
217505_at	0.312	0.09546494	-1.72282	-4.4054	-0.1147481	PHOSPHO2-KLHL23///KLHL23	PHOSPHO2-KLHL23 readthrough///kelch like family member 23
207631_at	0.312	0.09549387	-1.722663	-4.4057	-0.1597082	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)
202933_s_at	0.312	0.0955003	1.722628	-4.4057	0.4963784	YES1	YES proto-oncogene 1, Src family tyrosine kinase
205070_at	0.312	0.09551134	1.722567	-4.4058	0.2345097	ING3	inhibitor of growth family member 3
205636_at	0.312	0.09551145	1.722567	-4.4058	0.1503686	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
205073_at	0.312	0.09552314	-1.722503	-4.4059	-0.1482824	CYP2J2	cytochrome P450 family 2 subfamily J member 2
218526_s_at	0.312	0.09552496	-1.722493	-4.4059	-0.2030384	RANGRF	RAN guanine nucleotide release factor
220344_at	0.312	0.09554636	-1.722377	-4.4061	-0.1507326	C11orf16	chromosome 11 open reading frame 16
211575_s_at	0.312	0.09554953	1.722359	-4.4061	0.2853652	UBE3A	ubiquitin protein ligase E3A
211863_x_at	0.312	0.09558032	-1.722192	-4.4063	-0.1876657	HFE	hemochromatosis
209938_at	0.312	0.09562773	1.721933	-4.4067	0.1264547	TADA2A	transcriptional adaptor 2A
220062_s_at	0.312	0.09565586	-1.72178	-4.4069	-0.1255475	MAGEC2	MAGE family member C2
209523_at	0.312	0.09566814	1.721713	-4.407	0.3415736	TAF2	TATA-box binding protein associated factor 2
210928_at	0.312	0.09570421	-1.721517	-4.4073	-0.104372		
205489_at	0.312	0.0957102	-1.721484	-4.4073	-0.2255276	CRYM	crystallin mu
214865_at	0.313	0.09576637	-1.721179	-4.4078	-0.1252907	DOT1L	DOT1 like histone lysine methyltransferase
213267_at	0.313	0.09577202	1.721148	-4.4078	0.3017964	DOPEY1	dopey family member 1
220430_at	0.313	0.09577762	-1.721118	-4.4079	-0.221504	FAM110D	family with sequence similarity 110 member D
205071_x_at	0.313	0.09579084	1.721046	-4.408	0.3561876	XRCC4	X-ray repair cross complementing 4
201177_s_at	0.313	0.09582241	1.720874	-4.4082	0.327811	UBA2	ubiquitin like modifier activating enzyme 2
207834_at	0.313	0.095834	-1.720811	-4.4083	-0.1422231	FBLN1	fibulin 1
215338_s_at	0.313	0.09583785	1.72079	-4.4083	0.3718746	NKTR	natural killer cell triggering receptor
212485_at	0.313	0.09583919	1.720783	-4.4083	0.2073016	GPATCH8	G-patch domain containing 8
202462_s_at	0.313	0.09584632	1.720744	-4.4084	0.2784866	DDX46	DEAD-box helicase 46
206109_at	0.313	0.09585751	-1.720683	-4.4085	-0.1747045	FUT1	fucosyltransferase 1 (H blood group)
216406_at	0.313	0.0958728	-1.7206	-4.4086	-0.0935978		
220036_s_at	0.313	0.09589837	-1.720461	-4.4088	-0.1896616	LMBR1L	limb development membrane protein 1 like
213929_at	0.313	0.09592133	1.720337	-4.409	0.1346127	EXPH5	exophilin 5
212239_at	0.313	0.09595849	1.720135	-4.4093	0.4852082	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
208810_at	0.313	0.09596131	1.72012	-4.4093	0.3206835	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
201437_s_at	0.313	0.09597593	1.72004	-4.4094	0.4362007	EIF4E	eukaryotic translation initiation factor 4E
211177_s_at	0.313	0.0959772	-1.720033	-4.4094	-0.2348687	TXNRD2	thioredoxin reductase 2
212205_at	0.313	0.09603479	1.719721	-4.4099	0.3574262	H2AFV	H2A histone family member V
213862_at	0.313	0.09603873	-1.719699	-4.4099	-0.1844743		
204003_s_at	0.313	0.09609648	1.719386	-4.4103	0.267711	NUPL2	nucleoporin like 2
210838_s_at	0.313	0.09614189	-1.71914	-4.4107	-0.1608727	ACVRL1	activin A receptor like type 1
213743_at	0.313	0.09625515	1.718526	-4.4115	0.4817632	CCNT2	cyclin T2
218598_at	0.313	0.0962851	1.718364	-4.4118	0.3250852	RINT1	RAD50 interactor 1
221029_s_at	0.313	0.09629866	-1.718291	-4.4119	-0.177908	WNT5B	Wnt family member 5B
209518_at	0.313	0.09631258	-1.718215	-4.412	-0.1797407	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
219940_s_at	0.313	0.09637522	1.717876	-4.4125	0.2141812	PCID2	PCI domain containing 2
221992_at	0.313	0.09638188	1.71784	-4.4125	0.2817648	NPIPB15	nuclear pore complex interacting protein family member B15
211114_x_at	0.313	0.09638279	1.717835	-4.4125	0.1899939	GEMIN2	gem nuclear organelle associated protein 2
215518_at	0.313	0.09639332	-1.717778	-4.4126	-0.1043589	STXBP5L	syntaxin binding protein 5 like
209976_s_at	0.313	0.09640502	1.717715	-4.4127	0.1430087	CYP2E1	cytochrome P450 family 2 subfamily E member 1
208135_at	0.313	0.09640624	-1.717709	-4.4127	-0.1327844	HNF1B	HNF1 homeobox B
201908_at	0.313	0.09642721	1.717595	-4.4129	0.1944114	DVL3	dishevelled segment polarity protein 3
201039_s_at	0.313	0.0964407	-1.717522	-4.413	-0.3334193	RAD23A	RAD23 homolog A, nucleotide excision repair protein
203137_at	0.313	0.09644207	1.717515	-4.413	0.2442362	WTAP	Wilms tumor 1 associated protein
219436_s_at	0.313	0.09644743	-1.717486	-4.413	-0.1535992	EMCN	endomucin
206383_s_at	0.313	0.09644836	1.717481	-4.413	0.3159309	G3BP2	G3BP stress granule assembly factor 2
211573_x_at	0.313	0.09645344	-1.717453	-4.4131	-0.2959651	TGM2	transglutaminase 2
218652_s_at	0.313	0.09649918	1.717206	-4.4134	0.2824224	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
213177_at	0.313	0.09650425	-1.717179	-4.4135	-0.2414612	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
208811_s_at	0.313	0.09652101	1.717088	-4.4136	0.2119879	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
221501_x_at	0.313	0.09658798	1.716726	-4.4141	0.2536361	LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1	polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1
209830_s_at	0.314	0.09663419	-1.716477	-4.4145	-0.1774619	SLC9A3R2	SLC9A3 regulator 2
202384_s_at	0.314	0.09665714	-1.716353	-4.4146	-0.1789663	TCOF1	treacle ribosome biogenesis factor 1
202595_s_at	0.314	0.09666913	-1.716288	-4.4147	-0.2806865	LEPROTL1	leptin receptor overlapping transcript-like 1
204004_at	0.314	0.09683809	1.715377	-4.416	0.3130094	PAWR	pro-apoptotic WT1 regulator
216861_at	0.314	0.09685907	-1.715264	-4.4162	-0.1402814		
217660_at	0.314	0.09687576	-1.715175	-4.4163	-0.1717455	MYH14	myosin, heavy chain 14, non-muscle
201672_s_at	0.314	0.09696505	1.714694	-4.417	0.1827682	USP14	ubiquitin specific peptidase 14
203882_at	0.314	0.09697622	-1.714634	-4.4171	-0.2229815	IRF9	interferon regulatory factor 9
205962_at	0.314	0.09698415	-1.714591	-4.4171	-0.1688761	PAK2	p21 (RAC1) activated kinase 2
221146_at	0.314	0.09699861	-1.714513	-4.4172	-0.1543538		
213359_at	0.314	0.09700859	1.714459	-4.4173	0.3278828	HNRNPD	heterogeneous nuclear ribonucleoprotein D
211200_s_at	0.314	0.097067	1.714145	-4.4178	0.1470089	EFCAB2	EF-hand calcium binding domain 2
206124_s_at	0.315	0.0971191	-1.713865	-4.4182	-0.1704686	LLGL1	LLGL1, scribble cell polarity complex component
212505_s_at	0.315	0.09714776	-1.713711	-4.4184	-0.1566161	MAU2	MAU2 sister chromatid cohesion factor
217390_x_at	0.315	0.097154	-1.713678	-4.4184	-0.1409201		
221956_at	0.315	0.09715938	-1.713649	-4.4185	-0.344553	LRCH4	leucine rich repeats and calponin homology domain containing 4
218301_at	0.315	0.09716447	-1.713621	-4.4185	-0.2418527	RNPEPL1	arginyl aminopeptidase like 1
218778_x_at	0.315	0.09717429	-1.713569	-4.4186	-0.2028653	EPS8L1	EPS8 like 1
216256_at	0.315	0.09720819	-1.713387	-4.4188	-0.1956919	GRM8	glutamate metabotropic receptor 8
212887_at	0.315	0.09720964	1.713379	-4.4189	0.3809543	SEC23A	Sec23 homolog A, coat complex II component
214659_x_at	0.315	0.09723445	1.713246	-4.419	0.2819572	YLPM1	YLP motif containing 1
632_at	0.315	0.09730616	-1.712861	-4.4196	-0.201455	GSK3A	glycogen synthase kinase 3 alpha
220096_at	0.315	0.09730756	-1.712853	-4.4196	-0.2031992		
201489_at	0.315	0.09736645	-1.712537	-4.4201	-0.386417	PPIF	peptidylprolyl isomerase F
208017_s_at	0.315	0.09738057	1.712462	-4.4202	0.1525911	MCF2	MCF.2 cell line derived transforming sequence
214096_s_at	0.315	0.09742813	-1.712206	-4.4205	-0.2156771	SHMT2	serine hydroxymethyltransferase 2
203052_at	0.315	0.09743037	-1.712195	-4.4205	-0.3621708	C2	complement component 2
210676_x_at	0.315	0.09744156	1.712135	-4.4206	0.4525588	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
206765_at	0.315	0.09744464	-1.712118	-4.4206	-0.4421851	KCNJ2	potassium voltage-gated channel subfamily J member 2
218005_at	0.315	0.09750603	1.711789	-4.4211	0.3220772	ZNF22	zinc finger protein 22
208956_x_at	0.315	0.09750659	1.711786	-4.4211	0.2368177	DUT	deoxyuridine triphosphatase
221596_s_at	0.315	0.09751199	1.711757	-4.4212	0.4348233	RBM48	RNA binding motif protein 48
217105_at	0.315	0.09755772	-1.711512	-4.4215	-0.0900035		
206770_s_at	0.315	0.09756541	1.711471	-4.4216	0.372558	SLC35A3	solute carrier family 35 member A3
207529_at	0.315	0.09759074	-1.711335	-4.4218	-0.1567891	DEFA5	defensin alpha 5
220482_s_at	0.315	0.09761471	-1.711207	-4.4219	-0.1666185	SERGEF	secretion regulating guanine nucleotide exchange factor
208139_s_at	0.315	0.09761676	-1.711196	-4.422	-0.1683928		
208841_s_at	0.315	0.0976247	1.711154	-4.422	0.2810528	G3BP2	G3BP stress granule assembly factor 2
205733_at	0.315	0.09764202	1.711061	-4.4221	0.246913	BLM	Bloom syndrome RecQ like helicase
212470_at	0.315	0.0976687	1.710918	-4.4223	0.3158212	SPAG9	sperm associated antigen 9
216340_s_at	0.315	0.09773557	-1.710561	-4.4229	-0.1604949	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1
206137_at	0.315	0.09773703	-1.710553	-4.4229	-0.135798	RIMS2	regulating synaptic membrane exocytosis 2
203961_at	0.315	0.09775544	1.710454	-4.423	0.3238053	NEBL	nebulette
209315_at	0.315	0.0977716	1.710368	-4.4231	0.4302542	HBS1L	HBS1 like translational GTPase
219352_at	0.315	0.0977832	1.710306	-4.4232	0.2398208	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
212888_at	0.316	0.09786595	1.709864	-4.4238	0.2617246	DICER1	dicer 1, ribonuclease III
218001_at	0.316	0.09789109	-1.70973	-4.424	-0.2571811	MRPS2	mitochondrial ribosomal protein S2
206814_at	0.316	0.09789715	-1.709697	-4.4241	-0.1959544	NGF	nerve growth factor
207715_at	0.316	0.0979157	-1.709598	-4.4242	-0.1690778	CRYGB	crystallin gamma B
203533_s_at	0.316	0.09793977	1.70947	-4.4244	0.3067477	CUL5	cullin 5
31846_at	0.316	0.09796484	-1.709336	-4.4246	-0.1383826	RHOD	ras homolog family member D
215713_at	0.316	0.09798454	1.709231	-4.4247	0.6300904		
211475_s_at	0.316	0.09802069	-1.709038	-4.425	-0.2788949	BAG1	BCL2 associated athanogene 1
200039_s_at	0.316	0.09803417	-1.708966	-4.4251	-0.2184297	PSMB2	proteasome subunit beta 2
217485_x_at	0.316	0.09803834	-1.708944	-4.4251	-0.1213979	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
218560_s_at	0.316	0.09804576	-1.708905	-4.4252	-0.2480236	JMJD4	jumonji domain containing 4
201243_s_at	0.316	0.09809744	1.708629	-4.4256	0.3562661	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
219663_s_at	0.316	0.09810087	-1.708611	-4.4256	-0.1953544	TMEM121	transmembrane protein 121
214501_s_at	0.316	0.09812182	-1.708499	-4.4258	-0.2120552	H2AFY	H2A histone family member Y
211022_s_at	0.316	0.09818739	1.70815	-4.4263	0.2836698	ATRX	ATRX, chromatin remodeler
220176_at	0.316	0.09821512	1.708002	-4.4265	0.3452548	NUBPL	nucleotide binding protein like
203830_at	0.316	0.09825284	1.707801	-4.4268	0.2808479	C17orf75	chromosome 17 open reading frame 75
200830_at	0.316	0.09829685	-1.707567	-4.4271	-0.1492047	PSMD2	proteasome 26S subunit, non-ATPase 2
204085_s_at	0.316	0.09830013	1.70755	-4.4271	0.2921176	CLN5	ceroid-lipofuscinosis, neuronal 5
